None,,arfA,arfA,arfA,mscL,mscL,mscL,arfA,arfA,arfA,mscL,mscL,mscL,common,common
Pseudomonas xanthomarina,271420,A0A1C2DT51,A0A1C2DT51_9PSED,OCX17942.1,A0A098FT28,A0A098FT28_9PSED,CEG53372.1,29392.0,29550.0,False,263359.0,263769.0,True,-233809,0.5
Gallibacterium genomosp. 1,155515,A0A1A7PME0,A0A1A7PME0_9PAST,OBW98915.1,A0A1A7PCP2,A0A1A7PCP2_9PAST,OBX03480.1,10620.0,10802.0,False,12500.0,12901.0,True,-1698,0.5
Shewanella morhuae,365591,A0A1N6XGP7,A0A1N6XGP7_9GAMM,SIR01419.1,A0A1N6WUT1,A0A1N6WUT1_9GAMM,SIQ93822.1,98004.0,98243.0,True,64979.0,65389.0,False,-32615,0.5
Pseudomonas sp. NFACC39-1,1566195,A0A1H8IGU5,A0A1H8IGU5_9PSED,SEN67512.1,A0A1H8UFU1,A0A1H8UFU1_9PSED,SEP02090.1,795516.0,795680.0,False,80265.0,80678.0,True,-714838,0.5
Shewanella decolorationis S12,1353536,V1DHR9,V1DHR9_9GAMM,ESE40651.1,V1E1I0,V1E1I0_9GAMM,ESE39799.1,148552.0,148779.0,True,764009.0,764419.0,False,-615230,0.5
Pseudomonas baetica,674054,A0A2N0DT66,A0A2N0DT66_9PSED,PKA71035.1,A0A2N0DTC7,A0A2N0DTC7_9PSED,PTC15924.1,4289146.0,4289310.0,True,24252.0,24668.0,False,-4264478,0.5
Azotobacter vinelandii (strain DJ / ATCC BAA-1303),322710,C1DMV5,C1DMV5_AZOVD,ACO77135.1,C1DER3,MSCL_AZOVD,ACO80242.1,845024.0,845185.0,True,4142688.0,4143098.0,False,-3297503,0.5
Pseudomonas sp. HMWF007,2056844,A0A2R7R831,A0A2R7R831_9PSED,PTT66420.1,A0A2R7QMQ9,A0A2R7QMQ9_9PSED,PTT59911.1,18922.0,19086.0,True,8496.0,8909.0,False,-10013,0.5
Neisseria elongata subsp. elongata,214482,A0A1I2U671,A0A1I2U671_NEIEL,SFG71167.1,A0A1I2WZ26,A0A1I2WZ26_NEIEL,SFH05686.1,213012.0,213242.0,True,141512.0,141949.0,False,-71063,0.5
Pseudomonas sp. NFACC23-1,1566190,A0A1H7B5X9,A0A1H7B5X9_9PSED,SEJ73133.1,A0A1H7CFX6,A0A1H7CFX6_9PSED,SEJ86022.1,2617.0,2889.0,True,11035.0,11448.0,False,-8146,0.5
Acinetobacter baumannii,470,A0A1G5LBZ9,A0A1G5LBZ9_ACIBA,SCZ09659.1,V5V9K7,V5V9K7_ACIBA,OTM93459.1,70.0,222.0,True,40142.0,40573.0,False,-39920,0.5
Pseudomonas cuatrocienegasensis,543360,A0A1H9NI93,A0A1H9NI93_9PSED,SER35638.1,A0A1H9HZC0,A0A1H9HZC0_9PSED,SEQ67542.1,28624.0,28779.0,True,168061.0,168477.0,False,-139282,0.5
Pseudomonas amygdali pv. lachrymans (Pseudomonas syringae pv. lachrymans),53707,A0A0N0G428,A0A0N0G428_PSEAV,PWD01823.1,A0A0N0G3Y5,A0A0N0G3Y5_PSEAV,KPX56051.1,858977.0,859132.0,True,45012.0,45458.0,False,-813519,0.5
Pseudomonas protegens,380021,A0A2T6GCP7,A0A2T6GCP7_9PSED,PUA41930.1,A0A2J7TS88,A0A2J7TS88_9PSED,PNG29610.1,138630.0,138791.0,True,116455.0,116868.0,False,-21762,0.5
Aeromonas hydrophila,644,A0A1C2KXL0,A0A1C2KXL0_AERHY,OCA66194.1,A0A1V2F3W5,A0A1V2F3W5_AERHY,ONG07658.1,96994.0,97212.0,False,9908.0,10315.0,True,-86679,0.4
Pseudomonas palleroniana,191390,A0A1H5AFQ6,A0A1H5AFQ6_9PSED,SED41246.1,A0A1H5APT2,A0A1H5APT2_9PSED,AVE08180.1,132167.0,132331.0,True,6094205.0,6094621.0,False,-5961874,0.4
Pseudomonas syringae group genomosp. 3,251701,A0A2K4WJZ3,A0A2K4WJZ3_9PSED,SOS36222.1,A0A2K4WJQ2,A0A2K4WJQ2_9PSED,POD77538.1,5400787.0,5400942.0,False,161523.0,161969.0,True,-5238818,0.4
Pseudomonas asplenii,53407,A0A2J7UZT1,A0A2J7UZT1_9PSED,PNG44533.1,A0A1H1PSM6,A0A1H1PSM6_9PSED,SDS14093.1,89742.0,89906.0,True,705234.0,705647.0,False,-615328,0.4
Pseudomonas sp. 655,1705718,A0A0M9AXI8,A0A0M9AXI8_9PSED,KOX99855.1,A0A0M9AZ28,A0A0M9AZ28_9PSED,KOY00462.1,147991.0,148155.0,True,102749.0,103162.0,False,-44829,0.4
Pseudomonas kilonensis,132476,A0A1H5E429,A0A1H5E429_9PSED,PVY48885.1,A0A1H5DX88,A0A1H5DX88_9PSED,SED83517.1,172165.0,172329.0,True,1074261.0,1074674.0,False,-901932,0.4
Pseudomonas antarctica,219572,A0A1G9X2Z7,A0A1G9X2Z7_9PSED,SDM90743.1,A0A172Z760,A0A172Z760_9PSED,ANF88403.1,1627978.0,1628142.0,True,5581526.0,5581942.0,False,-3953384,0.4
Pseudomonas synxantha,47883,A0A0E3ML42,A0A0E3ML42_9PSED,AKA82825.1,A0A0R2YRE1,A0A0R2YRE1_9PSED,KRP51094.1,2566208.0,2566372.0,False,130753.0,131169.0,True,-2435039,0.4
Pseudomonas viridiflava,33069,A0A1Y6JET2,A0A1Y6JET2_PSEVI,SMS08436.1,A0A0D0MVA0,A0A0D0MVA0_PSEVI,KPZ24746.1,792618.0,792773.0,True,25828.0,26274.0,False,-766344,0.4
Stenotrophomonas rhizophila,216778,A0A132GGG4,A0A132GGG4_9GAMM,KWW19570.1,A0A023Y023,A0A023Y023_9GAMM,AHY57928.1,552717.0,552881.0,False,1010558.0,1010962.0,True,-457677,0.4
Tatumella morbirosei,642227,A0A0F5BUL1,A0A0F5BUL1_9GAMM,KKA63532.1,A0A095TS01,A0A095TS01_9GAMM,KGD79596.1,920153.0,920344.0,False,920391.0,920786.0,True,-47,0.4
Pseudomonas amygdali pv. eriobotryae,129137,A0A0P9UX49,A0A0P9UX49_PSEA0,KWS76948.1,A0A0P9QZR8,A0A0P9QZR8_PSEA0,KPX38229.1,13401.0,13556.0,True,6680.0,7126.0,False,-6275,0.4
Pseudomonas syringae pv. actinidiae,103796,A0A2G9L9X3,A0A2G9L9X3_PSESF,PIN63297.1,Q0EDX0,Q0EDX0_PSESF,BAF32864.1,22125.0,22280.0,True,117218.0,117664.0,False,-94938,0.4
Pseudomonas orientalis,76758,A0A0R2ZUW8,A0A0R2ZUW8_9PSED,AUZ48298.1,A0A0R2ZVN4,A0A0R2ZVN4_9PSED,KRP63932.1,5219378.0,5219542.0,False,201934.0,202350.0,True,-5017028,0.3
Pseudomonas parafulva,157782,A0A147GI31,A0A147GI31_9PSED,KTT00790.1,A0A0A7JTF1,A0A0A7JTF1_9PSED,AIZ34199.1,71697.0,71861.0,True,3447946.0,3448365.0,False,-3376085,0.3
Pseudomonas moraviensis,321662,A0A1Q3I1J9,A0A1Q3I1J9_9PSED,OJT49011.1,A0A2A2PPJ2,A0A2A2PPJ2_9PSED,PAW57145.1,179692.0,179856.0,False,3973817.0,3974230.0,True,-3793961,0.3
Pseudomonas savastanoi pv. fraxini,360922,A0A0W8H5J9,A0A0W8H5J9_PSESS,KUG40686.1,A0A0W8H6V5,A0A0W8H6V5_PSESS,PAB26552.1,37855.0,38010.0,True,15384.0,15830.0,False,-22025,0.3
